,period,state,stateDescription,electric-utilities,independent-power-producers,combined-heat-and-pwr-elect,elect-pwr-sector-gen-subtotal,combined-heat-and-pwr-comm,combined-heat-and-pwr-indust,indust-and-comm-gen-subtotal,total-net-generation,total-international-imports,total-supply,full-service-providers,energy-only-providers,facility-direct,total-elect-indust,direct-use,total-international-exports,estimated-losses,net-interstate-trade,unaccounted,total-disposition,net-trade-index,electric-utilities-units,independent-power-producers-units,combined-heat-and-pwr-elect-units,elect-pwr-sector-gen-subtotal-units,combined-heat-and-pwr-comm-units,combined-heat-and-pwr-indust-units,indust-and-comm-gen-subtotal-units,total-net-generation-units,total-international-imports-units,total-supply-units,full-service-providers-units,energy-only-providers-units,facility-direct-units,total-elect-indust-units,direct-use-units,total-international-exports-units,estimated-losses-units,net-interstate-trade-units,unaccounted-units,total-disposition-units,net-trade-index-units
324,2015,GA,Georgia,110212881,13220514,254593,123687988,14056,5115854,5129910,128817898,0.0,128817898,135856610,0,21605.0,135878215,5256855.0,0.0,6776714,-21172896,2079010,128817898,0.86,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,ratio
325,2018,GA,Georgia,109170814,14534305,289511,123994630,6911,5237830,5244742,129239371,,129239371,139810336,0,55738.0,139866074,5278713.0,,7213964,-23887860,768481,129239371,0.84,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,ratio
326,2016,GA,Georgia,115955092,12169799,493966,128618857,7823,4753735,4761559,133380416,,133380416,138085955,0,26284.0,138112239,5290620.0,,7208227,-18681619,1450949,133380416,0.88,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,ratio
327,2020,GA,Georgia,96522566,17844243,503607,114870416,4456,5251129,5255585,120126001,0.0,120126001,133428786,0,41356.0,133470142,5157107.0,0.0,7433522,-25635669,-299101,120126001,0.82,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,ratio
328,2014,GA,Georgia,109523336,11410724,208880,121142940,29542,4664742,4694284,125837224,0.0,125837224,135767778,0,22154.0,135789932,4565846.0,0.0,7070573,-23346370,1757242,125837224,0.84,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,ratio
329,1991,GA,Georgia,90809416,7078,0,90816494,3452,5353185,5356636,96173130,0.0,96173130,81539086,0,0.0,81539086,5338036.0,0.0,6260962,4841663,84983628,96173130,1.05,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,ratio
330,1990,HI,Hawaii,7996096,385510,542289,8923895,0,778856,778856,9702751,0.0,9702751,8310537,0,0.0,8310537,557728.0,0.0,630943,0,9062940,9702751,1.0,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,ratio
331,2013,HI,Hawaii,5748256,983145,2789803,9521204,359777,386071,745848,10267052,0.0,10267052,9500991,0,2173.0,9503164,426369.0,0.0,510507,0,-172987,10267052,1.0,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,ratio
332,1995,HI,Hawaii,6190584,641017,2808819,9640419,0,663563,663563,10303982,0.0,10303982,9187608,0,0.0,9187608,571753.0,0.0,701246,0,9592977,10303982,1.0,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,ratio
333,1993,HI,Hawaii,6083815,512344,2584600,9180760,0,762927,762927,9943687,0.0,9943687,8657911,0,0.0,8657911,753131.0,0.0,692924,0,9241352,9943687,1.0,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,ratio
334,1994,HI,Hawaii,6055087,622693,2713002,9390783,0,718119,718119,10108901,0.0,10108901,8948422,0,0.0,8948422,599348.0,0.0,679779,0,9419575,10108901,1.0,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,ratio
335,2000,HI,Hawaii,6534692,656302,2859573,10050567,0,542837,542837,10593405,0.0,10593405,9690596,0,0.0,9690596,485049.0,0.0,753767,0,9829462,10593405,1.0,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,ratio
336,1992,HI,Hawaii,6861255,408419,1760038,9029712,0,814750,814750,9844463,0.0,9844463,8666889,0,0.0,8666889,606883.0,0.0,685150,0,9150038,9844463,1.0,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,ratio
337,2012,HI,Hawaii,6012748,902627,2826474,9741849,301196,426224,727420,10469269,0.0,10469269,9639157,0,0.0,9639157,402384.0,0.0,521999,0,-94271,10469269,1.0,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,ratio
338,2003,HI,Hawaii,6493205,551293,3640052,10684550,0,291822,291822,10976371,0.0,10976371,10206410,0,184426.0,10390836,480116.0,0.0,762980,0,-177924,10976371,1.0,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,ratio
339,2002,HI,Hawaii,7513051,400254,3288683,11201988,0,461082,461082,11663069,0.0,11663069,9891638,0,8256.0,9899894,474096.0,0.0,742587,0,1020114,11663069,1.0,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,ratio
340,1996,HI,Hawaii,6420195,606406,2931878,9958479,0,669415,669415,10627894,0.0,10627894,9378961,0,0.0,9378961,563960.0,0.0,728011,0,9889940,10627894,1.0,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,ratio
341,1997,HI,Hawaii,6212643,656259,2868654,9737556,0,574690,574690,10312247,0.0,10312247,9363099,0,0.0,9363099,469097.0,0.0,705949,0,9596465,10312247,1.0,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,ratio
342,2001,HI,Hawaii,6383088,521238,3224984,10129310,0,503785,503785,10633095,0.0,10633095,9784563,0,0.0,9784563,464009.0,0.0,765187,0,82881,10633095,1.0,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,ratio
343,2004,HI,Hawaii,6982469,266841,3568387,10817697,325256,267450,592706,11410403,0.0,11410403,10510253,0,221267.0,10731520,480616.0,0.0,786363,0,-107961,11410403,1.0,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,ratio
344,1998,HI,Hawaii,6301169,647104,2789931,9738204,0,489878,489878,10228082,0.0,10228082,9261071,0,0.0,9261071,432239.0,0.0,658533,0,9559856,10228082,1.0,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,ratio
345,1999,HI,Hawaii,6452068,602821,2782036,9836925,0,567004,567004,10403928,0.0,10403928,9381139,0,0.0,9381139,518935.0,0.0,735970,0,9658058,10403928,1.0,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,ratio
346,2007,HI,Hawaii,6928397,507515,3524900,10960812,304121,268417,572538,11533350,0.0,11533350,10585038,0,261.0,10585299,338176.0,0.0,669970,0,-60095,11533350,1.0,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,ratio
347,2008,HI,Hawaii,6700636,900933,3190375,10791944,329887,254554,584441,11376385,0.0,11376385,10390011,0,268.0,10390279,395634.0,0.0,661866,0,-71394,11376385,1.0,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,ratio
348,2006,HI,Hawaii,7040473,349246,3566361,10956080,338649,264445,603094,11559174,0.0,11559174,10567912,0,0.0,10567912,365273.0,0.0,685211,0,305685,11559174,1.0,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,ratio
